regionType,regionId,representative,field,status,value,source,reason
police,16,Colleen Murphy,address,unavailable,,https://ccpsa.chicago.gov/district-council/16th-district-council/,Not published by official source
police,16,Colleen Murphy,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Murphy-Colleen_WM2285-1-scaled.jpg,https://ccpsa.chicago.gov/district-council/16th-district-council/,
police,16,Colleen Mary Dillon,name,value,Colleen Mary Dillon,https://ccpsa.chicago.gov/district-council/16th-district-council/,
police,16,Colleen Mary Dillon,email,value,Colleen.Dillon@cityofchicago.org,https://ccpsa.chicago.gov/member/colleen-mary-dillon/,
police,16,Colleen Mary Dillon,phone,unavailable,,https://ccpsa.chicago.gov/district-council/16th-district-council/,Not published by official source
police,16,Colleen Mary Dillon,address,unavailable,,https://ccpsa.chicago.gov/district-council/16th-district-council/,Not published by official source
police,16,Colleen Mary Dillon,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Dillon-Colleen_WM2445-1-scaled.jpg,https://ccpsa.chicago.gov/district-council/16th-district-council/,
police,8,Jason Huff,name,value,Jason Huff,https://ccpsa.chicago.gov/district-council/8th-district-council/,
police,8,Jason Huff,email,value,Jason.Huff2@cityofchicago.org,https://ccpsa.chicago.gov/member/jason-huff/,
police,8,Jason Huff,phone,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Jason Huff,address,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Jason Huff,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Dist.008-Jason-Huff.jpeg,https://ccpsa.chicago.gov/district-council/8th-district-council/,
police,8,Al Cacciottolo,name,value,Al Cacciottolo,https://ccpsa.chicago.gov/district-council/8th-district-council/,
police,8,Al Cacciottolo,email,value,Albert.Cacciottolo2@cityofchicago.org,https://ccpsa.chicago.gov/member/al-cacciottolo/,
police,8,Al Cacciottolo,phone,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Al Cacciottolo,address,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Al Cacciottolo,photo,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Mark Hamberlin,name,value,Mark Hamberlin,https://ccpsa.chicago.gov/district-council/8th-district-council/,
police,8,Mark Hamberlin,email,value,Mark.Hamberlin@cityofchicago.org,https://ccpsa.chicago.gov/member/mark-hamberlin/,
police,8,Mark Hamberlin,phone,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Mark Hamberlin,address,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,8,Mark Hamberlin,photo,unavailable,,https://ccpsa.chicago.gov/district-council/8th-district-council/,Not published by official source
police,18,Brad Kessler,name,value,Brad Kessler,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,18,Brad Kessler,email,value,Brad.Kessler@cityofchicago.org,https://ccpsa.chicago.gov/member/brad-kessler/,
police,18,Brad Kessler,phone,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Brad Kessler,address,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Brad Kessler,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Kessler-Brad-2024-009-scaled.jpg,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,18,Robert Johnson,name,value,Robert Johnson,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,18,Robert Johnson,email,value,Robert.Johnson4@cityofchicago.org,https://ccpsa.chicago.gov/member/robert-johnson/,
police,18,Robert Johnson,phone,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Robert Johnson,address,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Robert Johnson,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Johnson-Bob-2025-006-scaled.jpg,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,18,Karen Kane,name,value,Karen Kane,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,18,Karen Kane,email,value,Karen.Kane@cityofchicago.org,https://ccpsa.chicago.gov/member/karen-kane/,
police,18,Karen Kane,phone,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Karen Kane,address,unavailable,,https://ccpsa.chicago.gov/district-council/18th-district-council/,Not published by official source
police,18,Karen Kane,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Kane-Karen-2023-004-1.jpg,https://ccpsa.chicago.gov/district-council/18th-district-council/,
police,12,Leonardo Quintero,name,value,Leonardo Quintero,https://ccpsa.chicago.gov/district-council/12th-district-council/,
police,12,Leonardo Quintero,email,value,Leonardo.Quintero@cityofchicago.org,https://ccpsa.chicago.gov/member/leonardo-leo-quintero/,
police,12,Leonardo Quintero,phone,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Leonardo Quintero,address,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Leonardo Quintero,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2025-06-07-060-CCPSA-District-Council-Quarterly-Meeting_WSM9823-1-scaled.jpg,https://ccpsa.chicago.gov/district-council/12th-district-council/,
police,12,Michelle D. Page,name,value,Michelle D. Page,https://ccpsa.chicago.gov/district-council/12th-district-council/,
police,12,Michelle D. Page,email,value,Michelle.Page@cityofchicago.org,https://ccpsa.chicago.gov/member/michelle-d-page/,
police,12,Michelle D. Page,phone,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Michelle D. Page,address,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Michelle D. Page,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Page-Michelle-2025-005-scaled.jpg,https://ccpsa.chicago.gov/district-council/12th-district-council/,
police,12,Vacant,name,value,Vacant,https://ccpsa.chicago.gov/district-council/12th-district-council/,
police,12,Vacant,email,value,communitycommission@cityofchicago.org,https://ccpsa.chicago.gov/member/vacant/,
police,12,Vacant,phone,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Vacant,address,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,12,Vacant,photo,unavailable,,https://ccpsa.chicago.gov/district-council/12th-district-council/,Not published by official source
police,11,"Bryan Ramson, Jr.",name,value,"Bryan Ramson, Jr.",https://ccpsa.chicago.gov/district-council/11th-district-council/,
police,11,"Bryan Ramson, Jr.",email,value,Bryan.RamsonJr@cityofchicago.org,https://ccpsa.chicago.gov/member/bryan-ramson-jr/,
police,11,"Bryan Ramson, Jr.",phone,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,"Bryan Ramson, Jr.",address,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,"Bryan Ramson, Jr.",photo,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,Jocelyn Woodards,name,value,Jocelyn Woodards,https://ccpsa.chicago.gov/district-council/11th-district-council/,
police,11,Jocelyn Woodards,email,value,Jocelyn.Woodards@cityofchicago.org,https://ccpsa.chicago.gov/member/jocelyn-woodards/,
police,11,Jocelyn Woodards,phone,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,Jocelyn Woodards,address,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,Jocelyn Woodards,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/03/Jocelyn-Woodards-scaled.jpg,https://ccpsa.chicago.gov/district-council/11th-district-council/,
police,11,Alees Edwards,name,value,Alees Edwards,https://ccpsa.chicago.gov/district-council/11th-district-council/,
police,11,Alees Edwards,email,value,Alees.Edwards@cityofchicago.org,https://ccpsa.chicago.gov/member/alees-edwards/,
police,11,Alees Edwards,phone,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,Alees Edwards,address,unavailable,,https://ccpsa.chicago.gov/district-council/11th-district-council/,Not published by official source
police,11,Alees Edwards,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Edwards-Alees_WM2319-scaled.jpg,https://ccpsa.chicago.gov/district-council/11th-district-council/,
police,7,Teresa Chandler,name,value,Teresa Chandler,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,7,Teresa Chandler,email,value,Teresa.Chandler@cityofchicago.org,https://ccpsa.chicago.gov/member/teresa-chandler/,
police,7,Teresa Chandler,phone,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Teresa Chandler,address,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Teresa Chandler,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Chandler-Teresa_WM2353-scaled.jpg,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,7,Dion McGill,name,value,Dion McGill,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,7,Dion McGill,email,value,Dion.McGill@cityofchicago.org,https://ccpsa.chicago.gov/member/dion-mcgill/,
police,7,Dion McGill,phone,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Dion McGill,address,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Dion McGill,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-McGill-Dion_WM2398-scaled.jpg,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,7,Joseph Williams,name,value,Joseph Williams,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,7,Joseph Williams,email,value,Joseph.Williams@cityofchicago.org,https://ccpsa.chicago.gov/member/joseph-williams/,
police,7,Joseph Williams,phone,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Joseph Williams,address,unavailable,,https://ccpsa.chicago.gov/district-council/7th-district-council/,Not published by official source
police,7,Joseph Williams,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/03/Williams-Joseph.jpg,https://ccpsa.chicago.gov/district-council/7th-district-council/,
police,3,Kenya Franklin,name,value,Kenya Franklin,https://ccpsa.chicago.gov/district-council/3rd-district-council/,
police,3,Kenya Franklin,email,value,Kenya.Franklin@cityofchicago.org,https://ccpsa.chicago.gov/member/kenya-franklin/,
police,3,Kenya Franklin,phone,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Kenya Franklin,address,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Kenya Franklin,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Franklin-Kenya-2024-014-scaled.jpg,https://ccpsa.chicago.gov/district-council/3rd-district-council/,
police,3,Vacant,name,value,Vacant,https://ccpsa.chicago.gov/district-council/3rd-district-council/,
police,3,Vacant,email,value,communitycommission@cityofchicago.org,https://ccpsa.chicago.gov/member/vacant/,
police,3,Vacant,phone,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Vacant,address,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Vacant,photo,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Janice Jones,name,value,Janice Jones,https://ccpsa.chicago.gov/district-council/3rd-district-council/,
police,3,Janice Jones,email,value,Janice.Jones@cityofchicago.org,https://ccpsa.chicago.gov/member/janice-jones/,
police,3,Janice Jones,phone,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Janice Jones,address,unavailable,,https://ccpsa.chicago.gov/district-council/3rd-district-council/,Not published by official source
police,3,Janice Jones,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Jones-Janice-2025-012-scaled.jpg,https://ccpsa.chicago.gov/district-council/3rd-district-council/,
police,4,Lovie Bernard,name,value,Lovie Bernard,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,4,Lovie Bernard,email,value,Lovie.Benard@cityofchicago.org,https://ccpsa.chicago.gov/member/lovie-bernard/,
police,4,Lovie Bernard,phone,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Lovie Bernard,address,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Lovie Bernard,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Lovie-Benard_WM2417-scaled.jpg,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,4,Gloria Jenkins,name,value,Gloria Jenkins,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,4,Gloria Jenkins,email,value,Gloria.Jenkins2@cityofchicago.org,https://ccpsa.chicago.gov/member/gloria-jenkins/,
police,4,Gloria Jenkins,phone,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Gloria Jenkins,address,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Gloria Jenkins,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Jenkins-Gloria_WM2375-scaled.jpg,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,4,Brenda Waters,name,value,Brenda Waters,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,4,Brenda Waters,email,value,Brenda.Waters@cityofchicago.org,https://ccpsa.chicago.gov/member/brenda-waters/,
police,4,Brenda Waters,phone,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Brenda Waters,address,unavailable,,https://ccpsa.chicago.gov/district-council/4th-district-council/,Not published by official source
police,4,Brenda Waters,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Waters-Brenda_WM2290-scaled.jpg,https://ccpsa.chicago.gov/district-council/4th-district-council/,
police,6,David Boykin,name,value,David Boykin,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,6,David Boykin,email,value,David.Boykin@cityofchicago.org,https://ccpsa.chicago.gov/member/david-boykin/,
police,6,David Boykin,phone,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,David Boykin,address,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,David Boykin,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Boykin-David-2024-004-scaled.jpg,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,6,Aisha Humphries,name,value,Aisha Humphries,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,6,Aisha Humphries,email,value,Aisha.Humphries@cityofchicago.org,https://ccpsa.chicago.gov/member/aisha-humphires/,
police,6,Aisha Humphries,phone,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,Aisha Humphries,address,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,Aisha Humphries,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Humphries-Aisha_WM2362-scaled.jpg,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,6,Ciera Whitaker,name,value,Ciera Whitaker,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,6,Ciera Whitaker,email,value,Ciera.Whitaker@cityofchicago.org,https://ccpsa.chicago.gov/member/ciera-whitaker/,
police,6,Ciera Whitaker,phone,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,Ciera Whitaker,address,unavailable,,https://ccpsa.chicago.gov/district-council/6th-district-council/,Not published by official source
police,6,Ciera Whitaker,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2025/07/Whitaker-Ciera-2025-009-scaled.jpg,https://ccpsa.chicago.gov/district-council/6th-district-council/,
police,10,Kiisha Smith,name,value,Kiisha Smith,https://ccpsa.chicago.gov/district-council/10th-district-council/,
police,10,Kiisha Smith,email,value,Kiisha.Smith@cityofchicago.org,https://ccpsa.chicago.gov/member/kiisha-smith/,
police,10,Kiisha Smith,phone,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Kiisha Smith,address,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Kiisha Smith,photo,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Elianne Bahena,name,value,Elianne Bahena,https://ccpsa.chicago.gov/district-council/10th-district-council/,
police,10,Elianne Bahena,email,value,Elianne.Bahena2@cityofchicago.org,https://ccpsa.chicago.gov/member/elianne-bahena/,
police,10,Elianne Bahena,phone,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Elianne Bahena,address,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Elianne Bahena,photo,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Rosemarie Dominguez,name,value,Rosemarie Dominguez,https://ccpsa.chicago.gov/district-council/10th-district-council/,
police,10,Rosemarie Dominguez,email,value,Rosemarie.Dominguez@cityofchicago.org,https://ccpsa.chicago.gov/member/rosemarie-dominguez/,
police,10,Rosemarie Dominguez,phone,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Rosemarie Dominguez,address,unavailable,,https://ccpsa.chicago.gov/district-council/10th-district-council/,Not published by official source
police,10,Rosemarie Dominguez,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Dominguez-Rosemarie-2024-008.jpg,https://ccpsa.chicago.gov/district-council/10th-district-council/,
police,1,Sarah Kammerer,name,value,Sarah Kammerer,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,1,Sarah Kammerer,email,value,Sarah.Kammerer@cityofchicago.org,https://ccpsa.chicago.gov/member/sarah-kammerer/,
police,1,Sarah Kammerer,phone,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Sarah Kammerer,address,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Sarah Kammerer,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/03/Sarah-Kammerer-scaled.jpg,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,1,Adrienne Johnson,name,value,Adrienne Johnson,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,1,Adrienne Johnson,email,value,Adrienne.Johnson@cityofchicago.org,https://ccpsa.chicago.gov/member/adrienne-johnson/,
police,1,Adrienne Johnson,phone,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Adrienne Johnson,address,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Adrienne Johnson,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Johnson-Adrienne_WM2231-scaled.jpg,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,1,Jamie Brown,name,value,Jamie Brown,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,1,Jamie Brown,email,value,Jamie.Brown@cityofchicago.org,https://ccpsa.chicago.gov/member/jamie-brown/,
police,1,Jamie Brown,phone,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Jamie Brown,address,unavailable,,https://ccpsa.chicago.gov/district-council/1st-district-council/,Not published by official source
police,1,Jamie Brown,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Brown-Jamie-2024-002-scaled.jpg,https://ccpsa.chicago.gov/district-council/1st-district-council/,
police,9,Carlos Sanchez,name,value,Carlos Sanchez,https://ccpsa.chicago.gov/district-council/9th-district-council/,
police,9,Carlos Sanchez,email,value,Carlos.Sanchez2@cityofchicago.org,https://ccpsa.chicago.gov/member/carlos-sanchez/,
police,9,Carlos Sanchez,phone,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Carlos Sanchez,address,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Carlos Sanchez,photo,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Denise E. McBroom,name,value,Denise E. McBroom,https://ccpsa.chicago.gov/district-council/9th-district-council/,
police,9,Denise E. McBroom,email,value,Denise.McBroom2@cityofchicago.org,https://ccpsa.chicago.gov/member/denise-e-mcbroom/,
police,9,Denise E. McBroom,phone,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Denise E. McBroom,address,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Denise E. McBroom,photo,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Erin Vogel,name,value,Erin Vogel,https://ccpsa.chicago.gov/district-council/9th-district-council/,
police,9,Erin Vogel,email,value,Erin.Vogel@cityofchicago.org,https://ccpsa.chicago.gov/member/erin-vogel/,
police,9,Erin Vogel,phone,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Erin Vogel,address,unavailable,,https://ccpsa.chicago.gov/district-council/9th-district-council/,Not published by official source
police,9,Erin Vogel,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/2024-03-24-Vogel-Erin_WM2394-scaled.jpg,https://ccpsa.chicago.gov/district-council/9th-district-council/,
police,2,Ephraim Lee,name,value,Ephraim Lee,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,2,Ephraim Lee,email,value,Ephraim.Lee@cityofchicago.org,https://ccpsa.chicago.gov/member/ephraim-lee/,
police,2,Ephraim Lee,phone,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Ephraim Lee,address,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Ephraim Lee,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Lee-Ephraim-2024-013-scaled.jpg,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,2,Marquinn McDonald,name,value,Marquinn McDonald,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,2,Marquinn McDonald,email,value,marquinn.mcdonald@cityofchicago.org,https://ccpsa.chicago.gov/member/marquinn-mcdonald/,
police,2,Marquinn McDonald,phone,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Marquinn McDonald,address,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Marquinn McDonald,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2025/07/McDonald-Marquinn-2025-009-scaled.jpg,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,2,Alexander Perez,name,value,Alexander Perez,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,2,Alexander Perez,email,value,Alexander.Perez@cityofchicago.org,https://ccpsa.chicago.gov/member/alexander-perez/,
police,2,Alexander Perez,phone,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Alexander Perez,address,unavailable,,https://ccpsa.chicago.gov/district-council/2nd-district-council/,Not published by official source
police,2,Alexander Perez,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/03/Alexander-Perez-scaled.jpg,https://ccpsa.chicago.gov/district-council/2nd-district-council/,
police,15,Carmelita Earls,name,value,Carmelita Earls,https://ccpsa.chicago.gov/district-council/15th-district-council/,
police,15,Carmelita Earls,email,value,Carmelita.Earls@cityofchicago.org,https://ccpsa.chicago.gov/member/carmelita-earls/,
police,15,Carmelita Earls,phone,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Carmelita Earls,address,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Carmelita Earls,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Earls-Carmelita-2024-002-scaled.jpg,https://ccpsa.chicago.gov/district-council/15th-district-council/,
police,15,Arewa Najm EKUA,name,value,Arewa Najm EKUA,https://ccpsa.chicago.gov/district-council/15th-district-council/,
police,15,Arewa Najm EKUA,email,value,Karen.Winters@cityofchicago.org,https://ccpsa.chicago.gov/member/1624/,
police,15,Arewa Najm EKUA,phone,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Arewa Najm EKUA,address,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Arewa Najm EKUA,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Winters-Karen-2024-014-scaled.jpg,https://ccpsa.chicago.gov/district-council/15th-district-council/,
police,15,Deondre Rutues,name,value,Deondre Rutues,https://ccpsa.chicago.gov/district-council/15th-district-council/,
police,15,Deondre Rutues,email,value,Deondre.Rutues@cityofchicago.org,https://ccpsa.chicago.gov/member/deondre-rutues/,
police,15,Deondre Rutues,phone,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Deondre Rutues,address,unavailable,,https://ccpsa.chicago.gov/district-council/15th-district-council/,Not published by official source
police,15,Deondre Rutues,photo,value,https://ccpsa.chicago.gov/wp-content/uploads/2024/04/Rutues-Deondre-2024-002-scaled.jpg,https://ccpsa.chicago.gov/district-council/15th-district-council/,
schoolBoard,Sub District 1a,Ed Bannon,name,value,Ed Bannon,https://www.cps.edu/api/ersbgeojson/lists,
schoolBoard,Sub District 1a,Ed Bannon,email,value,boe-president@cps.edu,https://www.cpsboe.org/about/bios/2033,
schoolBoard,Sub District 1a,Ed Bannon,phone,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 1a,Ed Bannon,address,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 1a,Ed Bannon,photo,value,"https://www.cpsboe.org/content/images/person/sean_harden_headshot.jpg/image-full;max$250,0.ImageHandler",https://www.cpsboe.org/about/bios/2033,
schoolBoard,Sub District 1b,Jennifer Custer,name,value,Jennifer Custer,https://www.cps.edu/api/ersbgeojson/lists,
schoolBoard,Sub District 1b,Jennifer Custer,email,value,jcuster@cps.edu,https://www.cpsboe.org/about/bios/2035,
schoolBoard,Sub District 1b,Jennifer Custer,phone,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 1b,Jennifer Custer,address,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 1b,Jennifer Custer,photo,value,"https://www.cpsboe.org/content/images/person/jennifer_custer_central_photo_2-2.jpg/image-full;max$250,0.ImageHandler",https://www.cpsboe.org/about/bios/2035,
schoolBoard,Sub District 2a,Ebony DeBerry,name,value,Ebony DeBerry,https://www.cps.edu/api/ersbgeojson/lists,
schoolBoard,Sub District 2a,Ebony DeBerry,email,value,edeberry@cps.edu,https://www.cpsboe.org/about/bios/2036,
schoolBoard,Sub District 2a,Ebony DeBerry,phone,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 2a,Ebony DeBerry,address,unavailable,,https://www.cps.edu/api/ersbgeojson/lists,Not published by official source
schoolBoard,Sub District 2a,Ebony DeBerry,photo,value,"https://www.cpsboe.org/content/images/person/ebony_deberry_photo_1.jpg/image-full;max$250,0.ImageHandler",https://www.cpsboe.org/about/bios/2036,
